user_id,course_id,label
30,97,0
31,98,0
31,6,0
31,99,0
31,100,1
31,46,1
32,77,1
32,11,1
32,42,0
32,101,0
32,102,1
32,22,1
32,65,0
33,0,1
33,3,0
33,103,0
33,83,0
34,68,0
34,29,1
34,16,1
34,104,0
34,46,0
34,3,0
35,79,1
35,82,1
35,34,0
35,105,0
35,106,0
36,2,1
36,92,1
36,63,0
36,107,0
37,108,0
38,49,1
38,54,0
38,9,0
38,50,0
39,66,1
39,101,1
39,109,1
39,27,0
39,91,0
40,70,1
40,5,1
40,110,0
40,111,0
40,31,0
40,112,0
41,113,1
41,114,0
41,4,1
41,115,0
42,49,1
42,30,1
42,7,0
42,66,0
43,38,1
43,66,0
43,13,0
43,5,0
43,116,0
44,81,1
44,117,0
44,118,0
45,37,1
45,5,0
45,87,0
45,11,0
46,0,0
46,30,1
46,119,0
46,66,1
46,120,0
47,89,1
47,116,1
47,121,1
47,2,1
47,0,0
47,22,1
47,12,0
47,122,0
47,123,0
47,93,0
48,4,1
48,8,1
48,3,0
48,13,0
49,11,0
49,13,0
49,124,1
49,5,1
49,37,0
49,9,0
50,89,1
50,52,1
50,121,0
50,125,0
51,68,1
51,69,1
51,109,0
51,40,0
51,126,0
51,11,0
52,127,1
52,128,1
52,46,0
53,29,1
53,70,0
53,42,0
53,129,0
53,130,0
53,131,0
53,16,0
53,132,1
53,44,0
54,68,1
54,104,1
54,6,0
54,13,0
55,133,0
55,33,1
56,134,0
56,90,0
56,135,0
56,136,0
56,33,1
57,137,0
57,19,1
57,2,1
57,27,0
58,29,0
58,138,1
58,46,0
58,82,0
58,5,0
58,69,0
58,139,0
58,140,0
59,18,0
59,66,1
59,81,1
60,26,1
60,13,0
61,3,0
61,141,1
61,142,1
61,2,0
62,143,1
62,144,0
62,145,0
62,103,0
63,6,1
63,60,0
63,81,0
63,51,1
63,3,0
63,9,0
64,42,0
64,101,1
64,5,0
64,46,0
65,8,1
65,4,1
65,9,0
65,54,0
66,85,1
66,93,0
66,81,0
66,19,0
66,146,0
66,15,0
66,147,0
66,148,0
67,149,0
67,29,1
67,11,0
67,150,1
68,31,1
68,151,0
68,152,0
68,48,0
69,65,1
69,13,0
70,10,0
70,52,1
70,50,1
70,3,0
70,4,0
70,5,0
71,11,1
71,19,0
71,153,0
71,16,1
72,5,0
72,154,1
72,61,1
72,1,0
73,9,1
73,83,0
73,3,0
73,103,0
73,4,0
73,155,0
74,64,0
74,112,1
74,156,1
74,157,0
74,48,0
74,92,0
74,106,0
74,158,0
74,159,0
74,25,0
75,141,0
75,4,0
75,10,1
75,8,0
75,3,1
76,160,0
76,161,0
76,3,1
76,69,0
77,162,0
77,134,1
77,3,1
77,114,0
78,163,0
78,46,0
78,23,1
78,164,0
78,25,0
78,18,0
78,52,0
78,51,0
79,8,1
79,120,0
79,4,0
79,91,0
79,9,1
80,3,0
80,165,1
80,52,1
80,19,0
80,82,0
80,18,1
80,107,0
80,5,0
80,6,0
80,44,0
81,83,0
81,66,1
81,6,0
81,99,0
81,166,1
81,52,0
82,137,1
82,52,1
82,10,0
82,89,0
82,18,0
82,3,0
83,3,1
83,86,0
83,19,1
83,23,0
84,106,1
84,5,0
84,167,1
84,11,0
85,51,1
85,137,1
85,53,1
85,18,0
85,48,0
85,66,0
86,18,0
86,6,1
86,168,1
86,125,0
87,118,1
87,16,0
87,0,0
88,3,1
88,0,1
88,4,0
88,10,0
88,146,0
89,0,1
89,10,0
89,3,0
89,4,0
90,169,1
90,124,0
90,11,0
90,2,0
90,55,0
91,0,1
91,3,0
91,54,0
91,9,0
91,170,1
91,94,0
91,155,0
91,171,0
91,5,0
91,172,0
92,9,0
92,173,1
92,114,0
92,4,0
92,2,0
92,3,0
93,27,1
93,9,0
94,77,1
94,174,1
94,175,0
94,176,1
94,66,0
94,177,0
94,178,0
94,5,0
95,111,1
95,31,0
95,179,0
95,16,0
96,29,1
96,180,1
96,181,0
96,42,0
96,182,1
96,183,0
96,150,0
97,8,1
97,4,1
97,9,1
97,55,0
97,91,0
97,5,0
97,54,0
98,109,0
98,184,1
98,87,0
98,45,0
98,185,0
99,3,1
99,4,1
99,5,0
99,10,1
99,18,0
99,168,0
99,0,0
99,186,0
99,112,0
99,8,0
100,187,0
101,19,1
101,65,0
102,141,0
102,8,1
102,4,1
102,11,0
102,0,0
102,188,0
102,5,0
103,127,0
103,128,0
103,11,1
103,189,1
103,190,1
103,56,1
103,6,0
103,99,0
103,16,0
103,191,0
104,29,0
104,192,0
104,144,0
104,143,0
104,145,1
105,0,0
105,193,1
105,10,0
105,3,1
105,4,0
105,86,0
106,3,1
106,66,1
106,49,0
106,187,0
106,194,0
106,195,0
106,65,0
106,171,0
107,77,0
108,65,0
108,53,1
108,33,0
108,196,0
109,44,0
109,48,0
109,46,1
110,11,1
110,84,0
110,23,0
110,24,0
111,8,1
111,54,0
111,9,0
111,70,0
111,46,0
111,4,0
112,65,1
112,9,0
112,54,0
112,187,0
112,22,0
112,40,0
113,197,0
113,6,0
113,160,0
113,49,1
113,65,0
113,19,1
113,118,0
113,137,0
113,18,0
113,81,0
113,52,0
113,55,0
113,53,0
113,13,0
114,5,0
114,27,0
114,3,1
115,198,0
115,4,0
115,24,1
115,13,1
116,8,1
116,4,1
116,199,0
116,2,1
116,120,1
116,9,1
116,7,0
116,155,0
116,186,1
116,200,0
116,115,1
116,56,0
116,201,0
116,89,0
116,27,0
116,0,0
116,76,0
116,202,0
116,203,0
116,204,0
116,132,0
116,5,0
116,13,0
116,205,0
116,62,0
117,3,1
117,65,0
117,5,0
118,0,1
118,1,1
118,93,0
118,116,1
118,206,0
119,90,0
119,207,1
119,22,0
120,141,1
120,106,0
120,13,0
121,3,0
121,208,0
121,0,1
121,32,0
122,44,0
122,46,1
122,27,0
122,209,0
122,0,0
122,5,0
123,8,1
123,4,1
123,9,1
123,125,0
123,18,0
123,89,0
124,0,0
124,47,1
124,9,1
124,54,0
124,10,0
124,3,0
124,13,0
125,118,1
125,101,0
125,48,0
125,44,0
125,210,0
126,123,0
126,211,1
126,188,0
126,13,0
127,92,0
127,3,1
127,10,1
127,66,1
127,118,0
127,93,1
127,81,1
127,9,0
127,187,0
127,210,0
127,195,0
127,54,0
127,89,0
127,5,0
128,8,1
128,47,1
128,125,0
128,9,0
128,116,0
129,3,1
129,4,1
129,8,1
129,10,0
129,50,0
130,4,1
130,8,1
130,120,0
130,3,0
130,32,0
130,13,0
131,30,1
131,22,0
131,83,1
131,13,0
132,212,1
132,5,0
132,51,0
133,5,1
133,140,0
133,213,0
133,75,0
133,214,0
133,13,1
134,9,0
134,95,0
134,56,1
134,215,0
134,6,0
135,4,0
135,62,0
135,66,1
135,19,0
135,13,0
136,70,1
136,216,0
136,217,1
136,64,1
136,11,1
136,60,1
136,218,1
136,56,1
136,86,1
136,219,0
136,220,1
136,221,0
136,29,1
136,31,0
136,222,1
136,223,0
136,59,0
136,110,0
136,224,0
136,46,0
136,3,0
136,165,0
136,5,0
136,225,0
136,226,0
136,150,1
137,6,1
137,52,0
137,66,1
137,68,1
137,168,0
137,4,0
137,18,0
138,31,0
138,119,0
138,95,1
138,111,0
138,15,0
139,114,1
139,195,0
140,137,0
140,22,1
140,46,1
140,48,0
141,137,1
141,19,0
141,3,0
141,208,0
141,33,1
141,87,1
142,11,1
142,37,1
142,40,0
142,227,0
143,31,1
143,228,0
143,27,0
143,47,0
143,13,1
144,141,1
144,170,1
144,32,0
144,9,1
144,4,0
144,13,0
145,15,0
145,60,0
145,211,1
146,16,1
146,46,0
146,5,0
146,229,0
146,140,1
147,8,1
147,155,0
147,4,1
147,168,0
147,3,0
147,13,0
148,3,1
148,10,1
148,92,1
148,4,0
148,66,0
148,50,0
149,141,1
149,3,0
149,8,1
149,4,1
149,2,0
150,118,1
150,230,0
150,107,1
150,52,1
150,4,0
150,18,0
151,4,1
151,86,0
151,120,0
151,8,0
151,116,0
151,9,0
151,76,0
151,43,0
152,118,0
152,49,1
152,48,1
152,66,0
152,81,1
152,83,0
152,90,0
152,52,0
152,231,0
153,125,1
153,19,0
153,23,0
154,3,1
154,208,1
154,18,0
154,4,0
155,141,0
155,194,1
155,125,1
155,114,0
155,135,0
155,232,0
156,11,1
156,184,0
156,212,0
156,87,0
156,55,0
157,3,1
157,0,1
157,10,0
157,4,1
157,66,0
157,8,0
157,32,0
157,13,0
158,3,0
158,49,1
158,66,1
158,89,1
159,3,1
159,208,1
159,36,0
159,10,0
160,11,1
160,117,0
160,29,1
160,86,1
160,160,1
160,60,1
160,31,1
160,82,0
160,23,0
160,165,1
160,184,0
160,70,0
160,19,0
160,87,0
160,211,0
160,5,0
161,66,1
161,9,0
161,4,0
161,188,0
162,188,1
162,11,1
162,86,1
162,47,0
162,93,0
162,9,0
162,101,1
162,32,1
162,187,1
162,2,0
162,13,0
163,8,1
163,4,0
163,199,0
163,9,1
163,50,0
163,0,0
163,3,0
163,10,0
163,13,0
164,4,1
164,8,0
165,4,1
165,8,1
165,11,0
165,116,0
165,233,0
165,13,1
166,118,1
166,90,1
166,124,0
166,81,0
166,66,0
167,141,1
167,234,1
167,82,0
167,4,0
167,203,0
167,48,1
167,66,1
167,168,0
167,50,0
167,229,0
167,22,0
167,194,0
167,125,0
167,5,0
167,6,0
167,43,0
167,235,0
168,141,1
168,14,1
168,15,1
168,80,0
168,189,0
168,6,1
168,7,0
168,4,0
168,194,0
168,125,0
168,8,0
168,13,1
168,44,0
168,66,0
168,65,0
168,236,0
168,237,0
168,238,0
168,2,0
168,5,0
169,211,1
169,43,0
169,188,0
170,6,1
170,18,0
170,4,0
170,3,0
171,47,1
171,32,0
172,9,0
172,125,1
172,13,1
172,232,0
173,83,1
173,239,0
174,95,0
174,19,1
175,19,1
175,35,0
175,103,1
176,141,0
176,240,0
176,157,1
176,184,1
176,43,0
176,124,1
176,29,0
176,77,0
176,44,0
177,188,0
177,241,1
177,242,0
177,116,0
178,55,1
178,131,1
178,5,0
178,21,0
179,141,1
179,3,1
179,208,1
179,4,0
179,10,0
179,8,0
180,170,1
180,54,1
180,3,0
180,132,0
180,9,0
180,69,0
180,5,0
181,148,1
181,243,0
182,11,1
182,76,1
182,5,0
182,56,0
183,4,1
183,8,0
183,9,0
183,123,0
184,244,1
184,81,1
184,52,0
184,3,0
184,118,0
185,4,1
185,91,0
185,29,0
185,180,0
185,9,1
185,101,1
185,8,0
185,131,0
185,16,0
186,31,1
186,152,0
186,46,0
187,6,1
187,69,1
187,11,0
187,184,0
187,87,0
187,128,0
188,43,1
188,30,1
188,193,0
188,95,1
188,12,0
188,32,1
188,77,1
188,76,0
188,70,0
188,2,1
188,116,0
188,129,0
188,46,0
188,27,0
188,112,0
188,87,0
188,34,0
188,56,0
189,47,1
189,11,0
189,5,0
190,3,1
190,36,0
190,10,0
191,5,0
191,21,0
191,86,0
191,66,1
192,232,1
192,194,0
192,125,0
192,141,0
193,11,0
193,22,1
193,23,1
193,16,0
194,101,1
194,18,1
194,245,0
194,163,0
194,52,0
195,66,1
195,133,0
195,9,0
195,3,0
196,3,1
196,4,1
196,8,1
196,10,0
196,32,0
196,246,0
197,247,0
197,68,1
197,69,1
197,160,0
198,244,0
198,48,1
198,66,0
198,2,0
198,92,1
199,248,1
199,180,0
199,249,0
199,212,0
199,250,0
199,251,0
199,147,0
200,90,1
200,66,0
200,5,0
201,45,1
201,87,1
201,86,0
201,37,0
201,82,1
201,78,0
201,150,0
202,27,1
202,76,0
202,5,0
202,21,0
203,9,0
203,195,0
203,2,1
203,5,0
203,13,0
204,19,1
204,48,1
204,52,0
204,51,0
205,199,1
205,8,1
205,50,0
205,13,0
206,231,0
206,84,1
207,3,0
207,208,0
207,4,1
207,8,0
208,46,1
208,47,1
208,5,0
209,3,0
209,10,1
209,32,1
209,4,1
209,12,0
209,9,0
209,13,0
209,8,0
210,11,0
210,62,1
210,17,1
210,9,0
210,252,0
210,86,0
210,16,0
210,253,0
211,137,1
211,65,0
212,137,1
212,89,1
212,9,0
212,52,1
212,254,0
212,124,0
212,255,0
213,4,1
213,5,0
213,44,0
213,3,0
214,8,1
214,199,0
214,47,1
214,4,0
214,50,1
214,54,0
214,32,1
214,46,0
214,9,0
214,18,0
215,175,1
215,30,0
215,15,0
215,25,1
216,210,0
216,4,0
216,17,1
217,256,0
217,257,1
217,258,1
217,243,0
217,78,0
217,259,0
218,260,1
218,18,0
218,125,0
218,51,1
219,0,1
219,46,1
219,43,0
219,122,0
219,4,0
219,140,0
219,9,0
219,47,0
219,199,0
220,17,0
220,261,1
220,80,1
220,29,1
221,135,0
221,136,0
221,47,1
221,13,0
222,175,0
222,17,0
222,165,0
222,231,1
222,169,0
222,262,1
222,27,0
223,29,0
223,106,1
223,18,0
224,65,0
224,9,1
224,54,0
224,32,0
224,205,1
225,5,0
225,23,1
225,24,1
226,263,0
226,264,1
227,89,1
227,109,0
227,143,1
227,60,0
227,133,0
227,91,0
227,9,1
228,170,0
228,4,1
228,47,1
229,265,1
229,23,0
229,24,0
230,81,1
230,66,0
230,83,0
231,123,0
231,73,0
231,0,1
231,93,1
232,47,1
232,217,0
232,44,0
232,9,0
233,65,0
233,137,1
233,49,0
233,33,0
233,51,0
234,127,1
234,128,1
234,6,0
234,99,0
234,164,0
234,194,1
234,125,1
234,171,0
234,266,0
234,267,0
234,172,0
234,191,0
234,3,0
235,4,1
235,6,0
235,8,1
235,50,0
235,9,0
235,3,0
235,13,0
235,150,0
236,11,0
236,42,1
236,68,0
236,165,0
236,62,0
236,79,0
236,160,0
237,235,0
237,48,1
237,43,0
237,140,0
238,8,1
238,163,0
238,7,0
238,50,1
238,3,0
238,0,1
238,234,0
238,4,0
238,32,1
238,10,0
239,4,0
239,11,1
239,124,0
240,60,0
240,218,1
240,59,0
240,161,0
241,242,1
241,116,1
241,188,0
241,101,0
242,196,0
242,89,0
242,168,0
242,6,1
242,157,0
243,186,1
243,196,0
243,10,0
243,98,0
243,254,1
243,255,0
243,132,1
243,13,0
243,5,0
244,175,0
244,5,1
244,21,1
244,15,0
244,44,1
245,86,0
245,57,1
245,268,0
245,220,0
245,269,0
245,150,1
246,0,1
246,18,0
246,27,0
246,47,1
246,13,0
247,92,0
247,66,1
247,81,0
247,48,1
248,243,1
248,218,0
248,44,1
248,5,0
249,270,1
249,56,1
249,271,1
249,43,0
249,44,0
249,76,0
249,55,0
250,169,1
250,4,0
250,101,0
250,55,0
250,6,0
251,272,0
251,70,1
251,217,1
251,110,0
252,77,1
252,3,1
252,106,0
252,48,1
252,76,0
252,175,0
252,143,0
252,38,0
253,4,0
254,11,1
254,29,1
254,175,0
254,86,1
254,59,0
254,76,0
254,5,0
254,33,0
254,168,0
255,29,0
255,11,1
255,4,0
255,273,1
255,3,0
255,79,0
255,175,0
256,263,1
256,109,1
256,203,0
256,167,0
257,29,1
257,13,1
257,90,0
257,81,0
258,84,1
258,274,0
258,275,0
258,3,0
259,5,0
259,4,1
259,92,0
259,48,1
260,268,1
260,276,0
260,90,0
260,277,0
261,243,0
261,218,1
261,9,1
261,2,1
261,101,0
262,44,1
262,140,0
262,25,0
262,49,1
262,46,0
263,0,1
263,47,0
263,86,0
263,170,0
263,4,0
263,16,0
263,32,0
263,95,0
263,13,0
264,0,1
264,93,0
264,195,0
264,206,1
265,8,1
265,56,0
265,2,0
265,3,0
266,29,1
266,180,1
266,243,0
266,278,0
266,28,0
266,165,0
267,107,0
267,4,1
267,9,1
267,54,0
267,8,0
268,5,0
268,95,1
268,29,0
268,196,0
268,13,0
269,3,1
269,10,0
269,4,1
269,8,0
269,279,0
270,29,0
270,11,0
270,106,1
270,78,0
270,46,0
270,34,0
271,173,0
271,0,1
271,4,1
271,155,0
271,187,0
272,163,0
272,53,1
272,22,1
272,141,0
273,3,1
273,208,1
273,10,0
273,0,0
274,108,1
274,132,0
274,100,1
274,212,0
274,43,0
274,47,0
274,5,0
275,3,1
275,8,0
275,194,0
275,195,0
275,4,0
276,29,1
276,3,0
276,5,1
276,30,0
277,101,1
277,46,0
277,5,0
277,87,0
278,210,0
278,2,1
278,280,1
278,281,1
278,51,1
278,89,0
278,46,0
279,4,1
279,3,1
279,8,1
279,10,1
279,269,0
279,0,1
279,32,0
279,141,0
279,9,0
279,13,0
280,282,0
280,81,1
280,157,0
280,93,0
280,13,1
281,29,1
281,180,1
281,5,0
281,21,0
282,9,1
282,199,0
282,50,0
283,11,0
283,6,1
283,137,0
283,168,0
284,184,0
284,283,1
284,86,1
284,16,0
284,140,0
284,43,0
284,45,0
284,106,0
285,49,1
285,88,0
285,21,1
285,133,0
286,144,1
286,140,0
286,145,1
286,284,0
287,56,1
287,252,1
287,285,0
287,13,0
288,0,1
288,10,0
288,9,1
288,5,0
289,232,1
289,125,0
289,168,1
289,34,0
290,4,1
290,8,0
290,82,0
290,32,1
290,10,0
290,13,0
291,11,1
291,123,0
291,2,1
291,140,0
291,37,1
291,272,0
291,79,0
291,0,0
291,46,0
291,32,0
291,150,0
292,175,1
292,30,0
292,3,1
292,217,0
292,0,1
292,15,0
292,11,1
292,6,1
292,95,0
292,184,1
292,268,0
292,243,0
292,4,1
292,37,1
292,140,0
292,174,1
292,73,0
292,286,1
292,111,1
292,163,0
292,230,0
292,31,1
292,287,1
292,253,0
292,77,0
292,90,1
292,165,1
292,101,1
292,29,0
292,52,0
292,288,1
292,137,0
292,86,1
292,18,1
292,51,0
292,152,1
292,279,0
292,272,1
292,194,1
292,125,1
292,289,1
292,110,0
292,262,0
292,265,1
292,57,0
292,35,0
292,106,0
292,290,0
292,233,0
292,8,0
292,159,0
292,278,0
292,45,0
292,10,0
292,119,1
292,59,0
292,82,0
292,231,0
292,200,0
292,169,0
292,2,0
292,89,0
292,34,1
292,39,0
292,147,0
292,79,0
292,291,0
292,23,0
292,160,0
292,292,1
292,56,0
292,66,0
292,141,0
292,81,0
292,17,0
292,69,0
292,13,0
292,293,0
292,202,0
292,203,0
292,32,0
292,220,0
292,294,0
292,168,0
292,150,1
293,8,1
293,3,0
293,10,0
293,11,0
293,4,1
293,9,0
293,195,0
293,55,0
293,56,0
294,230,0
294,18,0
294,3,1
294,13,0
295,3,1
295,65,0
295,63,0
295,13,0
296,11,1
296,82,0
296,43,0
296,27,0
296,17,0
297,116,0
297,4,1
297,47,1
297,3,1
297,50,0
297,125,0
297,8,0
297,13,0
298,81,1
298,137,1
298,46,0
299,134,0
299,3,1
299,115,0
299,4,1
299,114,0
299,210,0
299,9,1
299,8,0
299,46,0
299,2,0
300,3,1
300,9,1
300,4,0
300,125,0
300,10,0
300,13,0
301,118,1
301,11,0
301,48,1
301,51,1
301,83,0
301,81,1
301,42,1
301,40,0
301,18,0
301,256,0
301,37,0
301,3,0
301,235,0
301,133,0
301,163,0
301,67,1
301,66,0
301,253,0
301,244,1
301,140,0
301,0,0
301,150,0
302,65,1
302,137,1
302,4,0
302,53,0
302,89,0
303,6,0
303,81,0
303,13,1
303,64,0
304,93,1
304,83,1
304,30,0
304,33,0
305,43,1
305,217,1
305,29,1
305,269,0
305,175,1
305,86,0
305,25,0
305,69,0
305,261,0
305,65,0
305,17,0
305,220,0
306,15,0
306,65,1
306,73,0
306,201,0
306,295,1
306,32,0
307,134,1
307,173,0
307,81,1
307,27,0
307,115,0
307,47,0
308,118,1
308,89,1
308,19,0
308,18,0
308,121,0
309,4,1
309,3,0
309,10,0
309,8,0
310,14,1
310,15,1
310,255,1
310,296,0
311,14,1
311,15,1
311,254,0
311,124,0
312,3,1
312,54,1
312,9,0
313,0,1
313,123,0
313,188,0
314,32,1
314,7,1
314,3,0
315,92,1
315,9,0
315,4,0
315,50,0
316,65,1
316,76,1
316,38,0
316,125,1
316,297,1
316,89,0
316,22,0
316,49,0
316,184,0
316,21,0
316,32,0
316,34,0
317,4,0
317,170,1
317,3,1
317,199,0
318,6,0
318,7,1
318,9,1
318,210,0
318,279,0
319,298,0
319,68,1
319,69,1
319,31,0
319,104,0
319,55,1
319,78,0
320,95,0
320,34,1
320,224,0
320,82,0
320,175,0
320,4,0
320,106,0
320,184,0
320,11,0
321,16,1
321,201,0
321,106,0
321,76,0
322,163,0
322,89,1
322,48,1
322,2,0
322,53,0
322,22,0
322,63,1
323,8,1
323,4,1
323,6,0
323,9,0
323,0,0
323,2,0
324,4,1
324,0,1
324,173,1
324,47,0
324,89,0
324,50,0
324,32,0
324,299,0
324,13,0
325,125,1
325,6,0
325,232,0
325,163,0
325,89,0
326,4,1
326,8,1
326,9,0
326,3,0
327,300,1
327,220,0
327,124,0
328,11,0
328,210,1
328,40,1
328,37,0
329,301,1
329,212,0
330,32,1
330,9,1
330,91,0
330,13,0
331,233,0
331,302,1
331,160,1
331,298,0
332,89,1
332,56,0
332,55,1
332,106,0
333,303,1
333,32,0
333,4,1
333,102,0
333,13,0
334,144,1
334,143,0
334,145,0
335,11,0
335,42,1
335,86,0
335,29,0
335,150,1
336,208,1
336,239,1
336,4,0
336,114,0
337,217,1
337,11,1
337,304,0
337,29,1
337,180,1
337,37,0
337,212,0
338,305,1
338,279,1
338,56,1
338,306,0
338,13,0
339,119,1
339,307,1
339,308,0
339,175,0
340,2,1
340,3,0
340,4,0
341,243,1
341,216,1
341,87,0
341,16,0
341,287,0
341,309,0
342,68,1
342,69,1
342,310,0
342,104,0
342,139,0
343,268,1
343,2,1
343,196,0
343,210,0
343,57,0
344,3,1
344,142,1
344,199,1
344,4,0
344,50,0
344,184,0
344,0,0
345,3,1
345,171,1
345,10,0
345,4,0
345,66,0
346,143,1
346,145,0
346,227,0
346,13,0
346,76,0
347,53,1
347,157,0
347,137,0
347,30,1
348,311,0
348,312,0
348,90,1
348,127,0
348,313,1
349,4,1
349,125,0
349,101,1
349,314,1
349,5,0
349,13,0
349,32,0
350,7,0
350,13,0
350,22,1
350,3,1
351,8,0
351,49,1
351,65,1
351,9,1
351,2,0
351,32,0
352,0,0
352,81,1
352,4,0
352,125,0
353,3,1
353,208,1
353,4,0
354,3,1
354,10,1
354,4,0
354,9,0
354,6,0
354,125,0
354,170,0
354,7,0
355,9,0
355,4,1
355,54,0
355,8,0
356,230,1
356,52,1
356,163,0
356,18,0
356,312,0
356,51,1
356,313,1
357,195,0
357,3,1
357,114,0
357,173,0
358,95,1
358,315,0
359,233,1
359,69,1
359,286,0
359,60,0
360,4,1
360,0,1
360,8,0
360,116,0
361,141,0
361,160,1
361,95,1
361,82,0
361,8,0
361,4,0
361,66,0
362,5,1
362,11,1
362,62,0
362,44,0
362,150,0
363,5,0
363,11,1
363,29,1
363,70,0
364,64,1
364,218,0
364,233,1
364,165,0
364,80,0
364,78,0
364,216,0
364,5,0
364,150,1
365,95,1
365,65,0
365,70,1
365,33,0
365,59,0
366,11,1
366,86,1
366,132,0
366,316,0
366,5,0
367,4,1
367,9,1
367,10,0
367,54,0
368,0,1
368,141,0
368,120,0
369,19,1
369,103,1
369,235,0
369,119,0
369,48,0
369,106,0
370,3,1
370,317,0
370,5,0
370,13,0
371,95,0
371,173,1
371,11,1
371,7,0
371,38,1
371,2,1
371,123,0
371,54,1
371,58,0
371,3,0
371,91,0
371,4,0
371,32,0
371,120,0
371,50,0
371,205,0
371,166,0
371,33,0
371,9,0
371,83,0
371,0,1
371,201,0
372,95,0
372,42,0
372,258,1
372,106,0
372,101,1
372,62,0
372,184,0
372,17,0
372,77,0
372,11,0
372,56,0
372,150,1
373,318,0
373,319,1
373,23,0
373,44,0
374,8,1
374,46,1
374,9,1
374,4,0
374,44,0
374,5,0
375,3,1
375,36,1
375,10,1
375,170,1
375,4,0
375,2,0
375,210,0
376,11,1
376,124,0
376,19,0
376,27,0
376,66,0
376,140,0
377,0,1
377,1,1
377,3,0
377,93,0
377,140,0
378,3,0
378,5,1
379,29,0
379,180,0
379,18,1
379,82,0
379,134,0
379,168,1
379,137,0
379,125,1
379,6,1
379,121,0
379,3,0
379,16,0
379,5,0
379,13,0
379,146,0
379,165,0
379,66,0
380,106,1
380,3,0
380,5,0
380,13,0
381,29,1
381,180,1
381,256,0
381,320,0
381,212,1
381,243,0
381,272,1
381,321,1
381,322,0
381,11,0
381,189,0
381,323,0
381,60,0
381,324,0
381,14,0
381,15,0
382,9,1
382,4,1
382,49,1
382,2,0
382,6,0
382,99,0
382,125,1
382,8,0
382,52,0
382,168,0
382,166,0
383,43,0
383,40,0
383,2,0
383,139,1
383,140,1
384,69,1
384,95,0
384,70,1
384,29,0
385,10,1
385,49,1
385,48,1
385,3,1
385,208,1
385,4,0
385,188,0
385,205,0
385,5,0
385,21,0
386,4,1
386,7,0
386,2,1
387,84,1
387,145,0
387,144,0
387,52,1
387,137,0
387,18,1
388,8,1
388,2,0
388,89,0
388,4,0
388,49,0
388,142,0
389,21,1
389,325,0
389,140,0
389,132,0
389,326,0
389,327,0
390,62,0
390,65,1
390,102,0
390,43,0
391,239,0
391,3,1
391,208,1
391,62,1
391,211,1
391,229,1
391,306,0
391,328,0
391,85,0
391,329,0
391,5,0
392,5,0
392,243,1
392,272,0
393,13,1
393,30,1
393,43,0
393,33,0
394,168,1
394,18,0
394,3,0
394,208,0
394,23,0
394,330,0
395,43,1
395,262,0
395,32,0
395,285,0
396,3,0
396,163,0
396,267,0
396,46,1
396,26,0
397,331,0
397,332,1
397,51,0
397,18,0
398,46,1
398,16,1
398,43,0
398,40,0
399,95,1
399,262,0
399,48,1
399,6,0
399,87,0
399,161,0
400,43,1
400,60,1
400,9,1
400,53,1
400,4,0
400,77,0
400,65,0
400,163,0
400,16,0
400,64,0
400,30,0
401,90,1
401,18,0
401,168,0
401,266,0
402,233,1
402,333,1
402,109,1
402,165,0
402,211,0
402,175,0
403,89,1
403,52,1
403,137,0
403,18,0
403,13,1
404,6,0
404,18,0
404,81,1
404,12,0
404,10,0
